client : consumer11 , topic: result01 , partition: 0 , offset = 0, key = phone, value = OrderItem [itemName=iphone, quantity=3, windowStart=1478818805000, windowEnd=1478822405000, category=phone, price=5388.88, total=16166.64], timestamp = 1478818805000 
client : consumer11 , topic: result01 , partition: 0 , offset = 862, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819470000, windowEnd=1478823070000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819470000 
client : consumer11 , topic: result01 , partition: 0 , offset = 863, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819475000, windowEnd=1478823075000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819475000 
client : consumer11 , topic: result01 , partition: 0 , offset = 864, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819480000, windowEnd=1478823080000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819480000 
client : consumer11 , topic: result01 , partition: 0 , offset = 865, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819485000, windowEnd=1478823085000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819485000 
client : consumer11 , topic: result01 , partition: 0 , offset = 866, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819490000, windowEnd=1478823090000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819490000 
client : consumer11 , topic: result01 , partition: 0 , offset = 867, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819495000, windowEnd=1478823095000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819495000 
client : consumer11 , topic: result01 , partition: 0 , offset = 868, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819500000, windowEnd=1478823100000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819500000 
client : consumer11 , topic: result01 , partition: 0 , offset = 869, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819505000, windowEnd=1478823105000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819505000 
client : consumer11 , topic: result01 , partition: 0 , offset = 870, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819510000, windowEnd=1478823110000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819510000 
client : consumer11 , topic: result01 , partition: 0 , offset = 871, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819515000, windowEnd=1478823115000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819515000 
client : consumer11 , topic: result01 , partition: 0 , offset = 872, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819520000, windowEnd=1478823120000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819520000 
client : consumer11 , topic: result01 , partition: 0 , offset = 873, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819525000, windowEnd=1478823125000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819525000 
client : consumer11 , topic: result01 , partition: 0 , offset = 874, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819530000, windowEnd=1478823130000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819530000 
client : consumer11 , topic: result01 , partition: 0 , offset = 875, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819535000, windowEnd=1478823135000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819535000 
client : consumer11 , topic: result01 , partition: 0 , offset = 876, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819540000, windowEnd=1478823140000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819540000 
client : consumer11 , topic: result01 , partition: 0 , offset = 877, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819545000, windowEnd=1478823145000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819545000 
client : consumer11 , topic: result01 , partition: 0 , offset = 878, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819550000, windowEnd=1478823150000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819550000 
client : consumer11 , topic: result01 , partition: 0 , offset = 879, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819555000, windowEnd=1478823155000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819555000 
client : consumer11 , topic: result01 , partition: 0 , offset = 880, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819560000, windowEnd=1478823160000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819560000 
client : consumer11 , topic: result01 , partition: 0 , offset = 881, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819565000, windowEnd=1478823165000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819565000 
client : consumer11 , topic: result01 , partition: 0 , offset = 882, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819570000, windowEnd=1478823170000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819570000 
client : consumer11 , topic: result01 , partition: 0 , offset = 883, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819575000, windowEnd=1478823175000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819575000 
client : consumer11 , topic: result01 , partition: 0 , offset = 884, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819580000, windowEnd=1478823180000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819580000 
client : consumer11 , topic: result01 , partition: 0 , offset = 885, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819585000, windowEnd=1478823185000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819585000 
client : consumer11 , topic: result01 , partition: 0 , offset = 886, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819590000, windowEnd=1478823190000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819590000 
client : consumer11 , topic: result01 , partition: 0 , offset = 887, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819595000, windowEnd=1478823195000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819595000 
client : consumer11 , topic: result01 , partition: 0 , offset = 888, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819600000, windowEnd=1478823200000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819600000 
client : consumer11 , topic: result01 , partition: 0 , offset = 889, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819605000, windowEnd=1478823205000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819605000 
client : consumer11 , topic: result01 , partition: 0 , offset = 890, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819610000, windowEnd=1478823210000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819610000 
client : consumer11 , topic: result01 , partition: 0 , offset = 891, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819615000, windowEnd=1478823215000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819615000 
client : consumer11 , topic: result01 , partition: 0 , offset = 892, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819620000, windowEnd=1478823220000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819620000 
client : consumer11 , topic: result01 , partition: 0 , offset = 893, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819625000, windowEnd=1478823225000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819625000 
client : consumer11 , topic: result01 , partition: 0 , offset = 894, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819630000, windowEnd=1478823230000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819630000 
client : consumer11 , topic: result01 , partition: 0 , offset = 895, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819635000, windowEnd=1478823235000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819635000 
client : consumer11 , topic: result01 , partition: 0 , offset = 896, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819640000, windowEnd=1478823240000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819640000 
client : consumer11 , topic: result01 , partition: 0 , offset = 897, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819645000, windowEnd=1478823245000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819645000 
client : consumer11 , topic: result01 , partition: 0 , offset = 898, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819650000, windowEnd=1478823250000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819650000 
client : consumer11 , topic: result01 , partition: 0 , offset = 899, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819655000, windowEnd=1478823255000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819655000 
client : consumer11 , topic: result01 , partition: 0 , offset = 900, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819660000, windowEnd=1478823260000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819660000 
client : consumer11 , topic: result01 , partition: 0 , offset = 901, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819665000, windowEnd=1478823265000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819665000 
client : consumer11 , topic: result01 , partition: 0 , offset = 902, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819670000, windowEnd=1478823270000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819670000 
client : consumer11 , topic: result01 , partition: 0 , offset = 903, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819675000, windowEnd=1478823275000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819675000 
client : consumer11 , topic: result01 , partition: 0 , offset = 904, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819680000, windowEnd=1478823280000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819680000 
client : consumer11 , topic: result01 , partition: 0 , offset = 905, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819685000, windowEnd=1478823285000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819685000 
client : consumer11 , topic: result01 , partition: 0 , offset = 906, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819690000, windowEnd=1478823290000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819690000 
client : consumer11 , topic: result01 , partition: 0 , offset = 907, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819695000, windowEnd=1478823295000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819695000 
client : consumer11 , topic: result01 , partition: 0 , offset = 908, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819700000, windowEnd=1478823300000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819700000 
client : consumer11 , topic: result01 , partition: 0 , offset = 909, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819705000, windowEnd=1478823305000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819705000 
client : consumer11 , topic: result01 , partition: 0 , offset = 910, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819710000, windowEnd=1478823310000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819710000 
client : consumer11 , topic: result01 , partition: 0 , offset = 911, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819715000, windowEnd=1478823315000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819715000 
client : consumer11 , topic: result01 , partition: 0 , offset = 912, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819720000, windowEnd=1478823320000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819720000 
client : consumer11 , topic: result01 , partition: 0 , offset = 913, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819725000, windowEnd=1478823325000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819725000 
client : consumer11 , topic: result01 , partition: 0 , offset = 914, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819730000, windowEnd=1478823330000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819730000 
client : consumer11 , topic: result01 , partition: 0 , offset = 915, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819735000, windowEnd=1478823335000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819735000 
client : consumer11 , topic: result01 , partition: 0 , offset = 916, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819740000, windowEnd=1478823340000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819740000 
client : consumer11 , topic: result01 , partition: 0 , offset = 917, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819745000, windowEnd=1478823345000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819745000 
client : consumer11 , topic: result01 , partition: 0 , offset = 918, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819750000, windowEnd=1478823350000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819750000 
client : consumer11 , topic: result01 , partition: 0 , offset = 919, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819755000, windowEnd=1478823355000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819755000 
client : consumer11 , topic: result01 , partition: 0 , offset = 920, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819760000, windowEnd=1478823360000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819760000 
client : consumer11 , topic: result01 , partition: 0 , offset = 921, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819765000, windowEnd=1478823365000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819765000 
client : consumer11 , topic: result01 , partition: 0 , offset = 922, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819770000, windowEnd=1478823370000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819770000 
client : consumer11 , topic: result01 , partition: 0 , offset = 923, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819775000, windowEnd=1478823375000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819775000 
client : consumer11 , topic: result01 , partition: 0 , offset = 924, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819780000, windowEnd=1478823380000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819780000 
client : consumer11 , topic: result01 , partition: 0 , offset = 925, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819785000, windowEnd=1478823385000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819785000 
client : consumer11 , topic: result01 , partition: 0 , offset = 926, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819790000, windowEnd=1478823390000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819790000 
client : consumer11 , topic: result01 , partition: 0 , offset = 927, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819795000, windowEnd=1478823395000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819795000 
client : consumer11 , topic: result01 , partition: 0 , offset = 928, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819800000, windowEnd=1478823400000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819800000 
client : consumer11 , topic: result01 , partition: 0 , offset = 929, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819805000, windowEnd=1478823405000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819805000 
client : consumer11 , topic: result01 , partition: 0 , offset = 930, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819810000, windowEnd=1478823410000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819810000 
client : consumer11 , topic: result01 , partition: 0 , offset = 931, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819815000, windowEnd=1478823415000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819815000 
client : consumer11 , topic: result01 , partition: 0 , offset = 932, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819820000, windowEnd=1478823420000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819820000 
client : consumer11 , topic: result01 , partition: 0 , offset = 933, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819825000, windowEnd=1478823425000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819825000 
client : consumer11 , topic: result01 , partition: 0 , offset = 934, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819830000, windowEnd=1478823430000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819830000 
client : consumer11 , topic: result01 , partition: 0 , offset = 935, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819835000, windowEnd=1478823435000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819835000 
client : consumer11 , topic: result01 , partition: 0 , offset = 936, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819840000, windowEnd=1478823440000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819840000 
client : consumer11 , topic: result01 , partition: 0 , offset = 937, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819845000, windowEnd=1478823445000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819845000 
client : consumer11 , topic: result01 , partition: 0 , offset = 938, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819850000, windowEnd=1478823450000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819850000 
client : consumer11 , topic: result01 , partition: 0 , offset = 939, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819855000, windowEnd=1478823455000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819855000 
client : consumer11 , topic: result01 , partition: 0 , offset = 940, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819860000, windowEnd=1478823460000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819860000 
client : consumer11 , topic: result01 , partition: 0 , offset = 941, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819865000, windowEnd=1478823465000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819865000 
client : consumer11 , topic: result01 , partition: 0 , offset = 942, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819870000, windowEnd=1478823470000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819870000 
client : consumer11 , topic: result01 , partition: 0 , offset = 943, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819875000, windowEnd=1478823475000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819875000 
client : consumer11 , topic: result01 , partition: 0 , offset = 944, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819880000, windowEnd=1478823480000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819880000 
client : consumer11 , topic: result01 , partition: 0 , offset = 945, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819885000, windowEnd=1478823485000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819885000 
client : consumer11 , topic: result01 , partition: 0 , offset = 946, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819890000, windowEnd=1478823490000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819890000 
client : consumer11 , topic: result01 , partition: 0 , offset = 947, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819895000, windowEnd=1478823495000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819895000 
client : consumer11 , topic: result01 , partition: 0 , offset = 948, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819900000, windowEnd=1478823500000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819900000 
client : consumer11 , topic: result01 , partition: 0 , offset = 949, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819905000, windowEnd=1478823505000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819905000 
client : consumer11 , topic: result01 , partition: 0 , offset = 950, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819910000, windowEnd=1478823510000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819910000 
client : consumer11 , topic: result01 , partition: 0 , offset = 951, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819915000, windowEnd=1478823515000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819915000 
client : consumer11 , topic: result01 , partition: 0 , offset = 952, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819920000, windowEnd=1478823520000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819920000 
client : consumer11 , topic: result01 , partition: 0 , offset = 953, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819925000, windowEnd=1478823525000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819925000 
client : consumer11 , topic: result01 , partition: 0 , offset = 954, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819930000, windowEnd=1478823530000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819930000 
client : consumer11 , topic: result01 , partition: 0 , offset = 955, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819935000, windowEnd=1478823535000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819935000 
client : consumer11 , topic: result01 , partition: 0 , offset = 956, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819940000, windowEnd=1478823540000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819940000 
client : consumer11 , topic: result01 , partition: 0 , offset = 957, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819945000, windowEnd=1478823545000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819945000 
client : consumer11 , topic: result01 , partition: 0 , offset = 958, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819950000, windowEnd=1478823550000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819950000 
client : consumer11 , topic: result01 , partition: 0 , offset = 959, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819955000, windowEnd=1478823555000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819955000 
client : consumer11 , topic: result01 , partition: 0 , offset = 960, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819960000, windowEnd=1478823560000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819960000 
client : consumer11 , topic: result01 , partition: 0 , offset = 961, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819965000, windowEnd=1478823565000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819965000 
client : consumer11 , topic: result01 , partition: 0 , offset = 962, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819970000, windowEnd=1478823570000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819970000 
client : consumer11 , topic: result01 , partition: 0 , offset = 963, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819975000, windowEnd=1478823575000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819975000 
client : consumer11 , topic: result01 , partition: 0 , offset = 964, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819980000, windowEnd=1478823580000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819980000 
client : consumer11 , topic: result01 , partition: 0 , offset = 965, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819985000, windowEnd=1478823585000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819985000 
client : consumer11 , topic: result01 , partition: 0 , offset = 966, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819990000, windowEnd=1478823590000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819990000 
client : consumer11 , topic: result01 , partition: 0 , offset = 967, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478819995000, windowEnd=1478823595000, category=pad, price=4888.88, total=63555.44], timestamp = 1478819995000 
client : consumer11 , topic: result01 , partition: 0 , offset = 968, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820000000, windowEnd=1478823600000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820000000 
client : consumer11 , topic: result01 , partition: 0 , offset = 969, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820005000, windowEnd=1478823605000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820005000 
client : consumer11 , topic: result01 , partition: 0 , offset = 970, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820010000, windowEnd=1478823610000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820010000 
client : consumer11 , topic: result01 , partition: 0 , offset = 971, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820015000, windowEnd=1478823615000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820015000 
client : consumer11 , topic: result01 , partition: 0 , offset = 972, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820020000, windowEnd=1478823620000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820020000 
client : consumer11 , topic: result01 , partition: 0 , offset = 973, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820025000, windowEnd=1478823625000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820025000 
client : consumer11 , topic: result01 , partition: 0 , offset = 974, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820030000, windowEnd=1478823630000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820030000 
client : consumer11 , topic: result01 , partition: 0 , offset = 975, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820035000, windowEnd=1478823635000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820035000 
client : consumer11 , topic: result01 , partition: 0 , offset = 976, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820040000, windowEnd=1478823640000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820040000 
client : consumer11 , topic: result01 , partition: 0 , offset = 977, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820045000, windowEnd=1478823645000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820045000 
client : consumer11 , topic: result01 , partition: 0 , offset = 978, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820050000, windowEnd=1478823650000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820050000 
client : consumer11 , topic: result01 , partition: 0 , offset = 979, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820055000, windowEnd=1478823655000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820055000 
client : consumer11 , topic: result01 , partition: 0 , offset = 980, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820060000, windowEnd=1478823660000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820060000 
client : consumer11 , topic: result01 , partition: 0 , offset = 981, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820065000, windowEnd=1478823665000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820065000 
client : consumer11 , topic: result01 , partition: 0 , offset = 982, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820070000, windowEnd=1478823670000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820070000 
client : consumer11 , topic: result01 , partition: 0 , offset = 983, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820075000, windowEnd=1478823675000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820075000 
client : consumer11 , topic: result01 , partition: 0 , offset = 984, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820080000, windowEnd=1478823680000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820080000 
client : consumer11 , topic: result01 , partition: 0 , offset = 985, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820085000, windowEnd=1478823685000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820085000 
client : consumer11 , topic: result01 , partition: 0 , offset = 986, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820090000, windowEnd=1478823690000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820090000 
client : consumer11 , topic: result01 , partition: 0 , offset = 987, key = pad, value = OrderItem [itemName=ipad, quantity=13, windowStart=1478820095000, windowEnd=1478823695000, category=pad, price=4888.88, total=63555.44], timestamp = 1478820095000 
